0.9799049600999999,40840
0.9784402829237293,27624
0.9786733227981853,135720
0.9795104865780391,63368
0.9791746112787069,138632
0.9762459000564269,122299
0.9785207875125307,27200
0.9795109279279118,120251
0.9793292899643674,129152
0.9697311824748363,104672
0.9782165927027329,38376
0.9746231935999387,82826
0.9779341232976976,25834
0.9798089004989999,109792
0.9663347037083999,38683
0.9781224256675114,97504
0.9797142769890348,111232
0.969702624625004,11581
0.9793428207500878,22504
0.9744265163681668,38464
