0.9651607574365398,106632
0.9797138014940099,106120
0.9731120448118004,33621
0.979315414678852,86496
0.9693526693191155,129248
0.9790405375264106,13800
0.9796930959679628,16360
0.9762773744786687,119349
0.9794106609613425,56200
0.9725504092636554,19636
0.9794170277503066,115822
0.979388496612462,86240
0.9792593932870686,164776
0.9791444837582648,46568
0.9796196534790698,11240
0.9789586294191154,109192
0.9793764847630495,113629
0.973059372087798,112605
0.9796005233647245,61320
0.9796196534790698,39816
